"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000228794",545.819583572708,0.224556116556487,0.0898416813747431,22.7756304039905,1.13327340427495e-05,2.96489976851817e-05,"LINC01128"
"ENSG00000188976",5603.97977619984,-0.344496160016921,0.0455712985549217,85.0081005987574,3.47316564433081e-19,1.9484796784941e-18,"NOC2L"
"ENSG00000187961",638.148122569461,-0.22427515877774,0.0843490467706269,18.0964728948171,0.00011759824484382,0.000278845207093607,"KLHL17"
"ENSG00000187642",80.672710420464,1.8633885361728,0.234968323055331,67.6287539988725,2.06349138545015e-15,9.71569079017694e-15,"PERM1"
"ENSG00000188290",163.776614363725,0.0689139310021888,0.164037077323884,24.7469455336465,4.22930548291258e-06,1.14652882230051e-05,"HES4"
"ENSG00000187608",158.442535258548,2.47798914710176,0.194607050583176,191.802777119779,2.24158979908414e-42,2.642240485783e-41,"ISG15"
"ENSG00000188157",6492.99763473451,-0.448122600609467,0.0577574071358103,101.720777137608,8.1585672386367e-23,5.33882023697241e-22,"AGRN"
"ENSG00000078808",8072.21508920652,0.155984610180429,0.0385519431842565,18.4188779175861,0.000100090181957809,0.000238621526667947,"SDF4"
"ENSG00000176022",969.977404286706,-0.95629109351233,0.0820096635632221,154.569952960653,2.7262217642035e-34,2.57901450587261e-33,"B3GALT6"
"ENSG00000160087",1523.50444779568,-0.190697501220871,0.0681776717983779,27.0833146210603,1.31502180525359e-06,3.71556059550521e-06,"UBE2J2"
"ENSG00000131584",1364.38261733409,-0.045105681000906,0.0621525912708424,55.2619795518798,1.00003134047974e-12,4.12364839683188e-12,"ACAP3"
"ENSG00000127054",3133.80811089678,0.0446873583441516,0.0502692310437189,28.8972498773012,5.30935687610544e-07,1.54724412583772e-06,"CPSF3L"
"ENSG00000224051",2338.09894767588,0.830370606225354,0.0605039176368448,198.94139240604,6.31575868493325e-44,7.6542597190827e-43,"CPTP"
"ENSG00000107404",2307.37528287072,0.0253665258420929,0.0549971698744132,31.8147306847835,1.23457935468392e-07,3.75546314689804e-07,"DVL1"
"ENSG00000175756",4136.8286838387,0.301891565818873,0.0603856058499833,25.0402128168931,3.65247182061463e-06,9.9459681916852e-06,"AURKAIP1"
"ENSG00000221978",4574.14825866536,0.0325262156943338,0.0504820102395585,22.1800752107486,1.52636311939179e-05,3.94620302270717e-05,"CCNL2"
"ENSG00000224870",839.108390380122,-0.416293899055129,0.0761311929041661,32.8179022790755,7.47623710376387e-08,2.31344039755507e-07,"LOC148413"
"ENSG00000179403",278.829576088366,0.133367497284463,0.119579099701336,18.2003184623285,0.000111648029228964,0.000265267737785621,"VWA1"
"ENSG00000197785",2630.01916292332,0.145864574939752,0.0500898048024639,28.5428746376193,6.33860258788092e-07,1.83633273748535e-06,"ATAD3A"
"ENSG00000228594",644.372991164739,-0.427591458705613,0.0931501519050356,46.4795863320774,8.07395021962423e-11,3.02281442183306e-10,"C1orf233"
"ENSG00000197530",695.060756048469,-0.0660294944666155,0.079743067993726,103.92985369297,2.70345420995996e-23,1.79540004757414e-22,"MIB2"
"ENSG00000248333",933.148206605908,-0.134703221936395,0.07240079337506,44.9496087118989,1.73506794495785e-10,6.39080659651529e-10,"CDK11B"
"ENSG00000189339",837.093024977292,-0.213038144502093,0.0799852129350571,19.4181921161288,6.07285843996159e-05,0.000147863888916213,"SLC35E2B"
"ENSG00000215790",55.6489473028241,-0.565828057753122,0.253232089466873,16.5566308591723,0.000253964661243887,0.000580893850694005,"SLC35E2"
"ENSG00000008130",3278.02248673581,-0.12284801420281,0.0559038545682712,23.1680841888847,9.31353262553624e-06,2.45399091298917e-05,"NADK"
"ENSG00000078369",11078.6867892745,-0.0844803698077833,0.0391678196723653,19.6460813932005,5.41885624551519e-05,0.000132677054386158,"GNB1"
"ENSG00000178821",9.82148116086366,2.67144260953046,0.852883773918789,18.8466529189409,8.08167380771574e-05,0.000194355961547271,"TMEM52"
"ENSG00000187730",18.4725765575693,2.09548906621516,0.660888619496221,58.2116404719378,2.28824688722912e-13,9.71837709919721e-13,"GABRD"
"ENSG00000162585",1798.91314638085,-0.430934561377021,0.062445921545,63.0558974378228,2.03041982700818e-14,9.12089711244193e-14,"FAAP20"
"ENSG00000157933",1754.02350660388,-0.656483355067437,0.0553576201749673,271.056646966058,1.38291972047611e-59,2.27307825444091e-58,"SKI"
"ENSG00000116151",449.83325323344,-0.818064150133762,0.0933492600706383,82.8477247360453,1.0229282072547e-18,5.60975156105456e-18,"MORN1"
"ENSG00000269896",124.263042665058,-1.15892661133925,0.177777257518307,56.7615849520499,4.72474566931796e-13,1.97824173442573e-12,"LOC100129534"
"ENSG00000157916",4937.08523699496,0.12747619864328,0.047985025180827,43.0505634376276,4.48424082379745e-10,1.6100955105956e-09,"RER1"
"ENSG00000157873",10709.0020710848,0.103703085376731,0.0446246067257181,91.0017776825077,1.73466275785116e-20,1.02901586003958e-19,"TNFRSF14"
"ENSG00000157870",1512.04005564585,-0.460210020346632,0.0615246268896911,56.0026278154611,6.90532118892414e-13,2.86841079713313e-12,"FAM213B"
"ENSG00000142606",31.0320577379617,1.53992456826153,0.377335794896646,27.3917267727202,1.12709910884553e-06,3.20486650736003e-06,"MMEL1"
"ENSG00000130762",167.694202461527,2.31555645941566,0.192048386330039,221.471200552964,8.09356482785319e-49,1.09030498526157e-47,"ARHGEF16"
"ENSG00000162591",146.740118892832,-0.59524080563957,0.165397887851037,42.5499109357805,5.75975801217553e-10,2.05374679708018e-09,"MEGF6"
"ENSG00000158109",1328.07630416331,-0.353900998727938,0.0693097918041776,34.7691373178452,2.81823861453891e-08,8.99715265275446e-08,"TPRG1L"
"ENSG00000078900",28.0033421078978,0.630681224441417,0.413659960808503,21.0535030364156,2.68095733894997e-05,6.77220696431236e-05,"TP73"
"ENSG00000235169",93.1627230258593,2.67193418012829,0.274727781971437,120.757700729373,5.99512804061926e-27,4.55972640081675e-26,"SMIM1"
"ENSG00000130764",2233.41069173434,-0.100361007598269,0.0532733829871438,40.1201310096409,1.94099423123833e-09,6.69894903166812e-09,"LRRC47"
"ENSG00000116198",1667.21612762779,0.213426196313876,0.0602263560410146,17.7449538494571,0.000140194905033242,0.000329389835937245,"CEP104"
"ENSG00000169598",488.86685216907,-0.469362962394138,0.0964567976714937,49.3502098510754,1.92193232151475e-11,7.45130485142222e-11,"DFFB"
"ENSG00000236423",47.808281611227,0.823622088329748,0.29172307064101,19.1438196173661,6.96582226020362e-05,0.000168651848482774,"LINC01134"
"ENSG00000235054",8.31646217024703,-4.11593596854295,0.912748837590537,44.467212322493,2.20834809717261e-10,8.07873123832744e-10,"LOC284661"
"ENSG00000131697",1304.96510320827,-0.370976984228063,0.0646380464985253,68.1042996975759,1.62681895407402e-15,7.71183212977727e-15,"NPHP4"
"ENSG00000069424",24783.2446716132,0.89226652493933,0.0437972676729477,413.462120733341,1.65135803811656e-90,4.20731898860936e-89,"KCNAB2"
"ENSG00000116254",136.377344761075,-4.84060416573195,0.27851130641365,548.213814715736,9.05487966059302e-120,3.22285634115152e-118,"CHD5"
"ENSG00000116251",9027.6820965037,-0.520171000481439,0.0578585142671171,185.913748299568,4.2593418923013e-41,4.85618320081307e-40,"RPL22"
"ENSG00000158286",275.94226846861,-0.940339002207904,0.121761556343074,60.9831749437172,5.7236334946488e-14,2.50736037728748e-13,"RNF207"
"ENSG00000116237",4918.66699427792,-0.216104380703094,0.043450148008474,32.0401916456355,1.10296259555399e-07,3.36678123215984e-07,"ICMT"
"ENSG00000158292",490.362239272641,-1.19266018739981,0.0992526265808205,149.648123864058,3.19391084706361e-33,2.93123985417404e-32,"GPR153"
"ENSG00000097021",4933.11113033325,0.441455134865257,0.05406844324539,67.7239488766381,1.96757526870741e-15,9.2788481839083e-15,"ACOT7"
"ENSG00000069812",84.0739892131368,-1.18577170464947,0.250484773508806,98.1111069773434,4.95956758849372e-22,3.1378777132333e-21,"HES2"
"ENSG00000171680",229.721686383083,0.913736259993761,0.138022713539668,45.7606744584702,1.15663358116956e-10,4.29972675242693e-10,"PLEKHG5"
"ENSG00000162413",2736.91928393252,-0.0864148520878996,0.0575870625235703,135.222444627068,4.33330476590107e-30,3.65520279772318e-29,"KLHL21"
"ENSG00000041988",505.160086492688,-0.315110150479739,0.0951432982910634,26.8602938283467,1.47014883474452e-06,4.13375252466135e-06,"THAP3"
